"product","brand","category"
"l h patil english med sch-sh","l h patil foundation","educ-schools"
"l m s boys brigade hospital","l m s boys brigade hospital","hospital/clinics"
"l n gym","l n gym","fitness equipments/clinics"
"l n hotels & resorts","l n hotels & resorts","hotels"
"garnier vitamine c fluides anti-uv quotidien","l oreal france","other face creams"
"garnier bright complete vitamin c day & night seru","l oreal india pvt ltd","other face creams"
"l oreal revitalift 1.5 pct hyaluronic acid serum","l oreal india pvt ltd","skin care products range"
"garnier men turbo bright double action face wash","l oreal india pvt ltd","face wash"
"maybelline lash sensational sky high mascara","l oreal india pvt ltd","eye make up"
"garnier bright complete vitamin c plus serum","l oreal india pvt ltd","other face creams"
"garnier super uv cooling watergel sunscreen","l oreal india pvt ltd","moisturising lotion/creams"
"maybelline super stay lumi-matte foundation","l oreal india pvt ltd","foundations"
"maybelline color sensational creamy mattes","l oreal india pvt ltd","lipsticks"
"maybelline the colossal waterproof mascara","l oreal india pvt ltd","eye make up"
"garnier super uv invisible serum sunscreen","l oreal india pvt ltd","moisturising lotion/creams"
"garnier men acnofight pimple clearing pen","l oreal india pvt ltd","acne preparations"
"l oreal casting creme gloss ultra visible","l oreal india pvt ltd","hair dyes"
"l oreal hyaluron pure shampoo/conditioner","l oreal india pvt ltd","hair care range"
"l oreal revitalift crystal micro essence","l oreal india pvt ltd","other face creams"
"garnier bright complete vitamin c serum","l oreal india pvt ltd","other face creams"
"l oreal professional range of products","l oreal india pvt ltd","hair care range"
"garnier men acno fight gentle cleanser","l oreal india pvt ltd","face wash"
"garnier bright complete serum cleanser","l oreal india pvt ltd","face wash"
"l oreal paris hyaluron moisture range","l oreal india pvt ltd","hair care range"
"maybelline sensational liquid matte","l oreal india pvt ltd","lipsticks"
"garnier light complete serum cream","l oreal india pvt ltd","fairness creams"
"maybelline super stay teddy tent","l oreal india pvt ltd","lipsticks"
"garnier micellar cleansing water","l oreal india pvt ltd","facepack/astringents/clean m"
"l oreal extraordinary oil serum","l oreal india pvt ltd","other hair dressing"
"l oreal hyaluron moisture range","l oreal india pvt ltd","hair care range"
"garnier color naturals browns","l oreal india pvt ltd","hair dyes"
"maybelline fit me foundation","l oreal india pvt ltd","foundations"
"maybelline tattoo liner play","l oreal india pvt ltd","eye make up"
"l oreal paris glycolic gloss","l oreal india pvt ltd","hair care range"
"garnier color natural browns","l oreal india pvt ltd","hair dyes"
"maybelline fit me fresh tint","l oreal india pvt ltd","other face creams"
"l oreal casting creme gloss","l oreal india pvt ltd","hair dyes"
"l oreal paris dream lengths","l oreal india pvt ltd","hair care range"
"garnier men shampoo color","l oreal india pvt ltd","hair dyes"
"l oreal hyaluron moisture","l oreal india pvt ltd","shampoos"
"garnier serum sheet mask","l oreal india pvt ltd","facepack/astringents/clean m"
"garnier black naturals","l oreal india pvt ltd","hair dyes"
"garnier color naturals","l oreal india pvt ltd","hair dyes"
"l oreal total repair 5","l oreal india pvt ltd","hair care range"
"garnier men acnofight","l oreal india pvt ltd","face wash"
"teaser-l oreal paris","l oreal india pvt ltd","hair care range"
"l oreal groupe","l oreal india pvt ltd","fmcg-corporate"
"sankat mochan","l p nagar & company","digestives"
"l p pappadam","l p pappadam","papads"
"l r civil consultants","l r civil consultants","prof serv-real estate consultants"
"l r exports","l r exports","courier services"
"acer mall","l r infotech","retail outlets-others"
"l s compounded asafoetida powder","l s company","spices"
"daawat sehat mogra basmati rice","l t foods ltd","packaged rice"
"daawat biryani basmati rice","l t foods ltd","packaged rice"
"daawat basmati rice","l t foods ltd","packaged rice"
"l&t finance two wheeler loans","l&t finance","loans-auto"
"l&t finance business loan","l&t finance","loans-personal/professional"
"l&t finance home loans","l&t finance","loans-housing/construction"
"raise (l&t finance)","l&t finance","events-bfsi"
"l2c/npa coaching","l2c/npa coaching","educ-coaching centre/comp exam"
"la alegria intl tours","la alegria intl tours pvt ltd","travel & tourism"
"la chaine de lespoir","la chaine de lespoir","social advertisements-ngos"
"la dermis clinic","la dermis clinic","hospital/clinics"
"la excellence ias","la excellence ias","educ-coaching centre/comp exam"
"la fipf","la fipf","corporate/brand image"
"la fournee doree","la fournee doree","cake/pastry/bread"
"black thunder","la group","ent zones-amusement parks"
"la kamp resort","la kamp resort","hotels"
"la maison des travaux","la maison des travaux","prof serv-consultants"
"la militaire academy","la militaire academy","educ-coaching centre/comp exam"
"la opala diva","la opala rg ltd","glasswares/crockeries"
"la pinoz pizza","la pinoz pizza","fast food outlets"
"laa fresh","laa fresh","ecom-food/grocery"
"laadki range of products","laadki detergent products","washing materials range"
"laava cakes (virudhachalam)","laava cakes (virudhachalam)","retail outlets-juice/bakery shops/icecrm"
"labdic relief lr tablet","laborate pharma india ltd","otc products range"
"labolia hand sanitizer","laborate pharma india ltd","hand sanitizers"
"labolia icey cool","laborate pharma india ltd","prickly heat powders/lotions"
"labolia icey cool","laborate pharma india ltd","talcum powders"
"decontractant musculaire","laboratoire des granions","otc products range"
"granions chondrosteo","laboratoire des granions","vitamins/tonics/health supplem"
"granions hy drop","laboratoire des granions","vitamins/tonics/health supplem"
"labour & employees st insurnce dept(ori)","labour & employees st insurnce dept(ori)","social advertisements-govt"
"labour india green garden ashramam","labour india green garden ashramam","prof serv-others"
"labour india magazine","labour india publications ltd","publications/books"
"labourindia.com","labour india publications ltd","educ-ecom-education"
"labour union (palghar)","labour union (palghar)","associations/social/cultural org"
"labour union/tempo-rickshaw driver-owner/movie","labour union/tempo-rickshaw driver-owner/movie","associations/social/cultural org"
"laburnum public sch-sh","laburnum public sch","educ-schools"
"ladakh autonomous hill devp council","ladakh autonomous hill devp council","social advertisements-govt"
"ladakh bus operators cooperative","ladakh bus operators cooperative ltd","corporate/brand image"
"ladakh academy of art culture & languages & lto","ladakh cultural academy (leh)","social advertisements-govt"
"sand mandala workshop cum thanka exhibition","ladakh cultural academy (leh)","social advertisements-govt"
"special children cultural workshop","ladakh cultural academy (leh)","social advertisements-govt"
"ladakh digital solution","ladakh digital solution","prof serv-others"
"ladakh green house","ladakh green house","corporate/brand image"
"ladakh insurance corporation","ladakh insurance corporation","insurance-general"
"ladakh medical aid society","ladakh medical aid society","social advertisements-ngos"
"ladakh re adventure","ladakh re adventure","travel & tourism"
"regional saras mela (ladakh)","ladakh rural livelihood mission","social advertisements-govt"
"ret tata car range (ladakh sindh motors)","ladakh sindh motors","ret auto-cars"
"ret tata sierra (ladakh sindh motors)","ladakh sindh motors","ret auto-cars"
"ladakh skill development/ftii","ladakh skill development/ftii","social advertisements-govt"
"ladakh tourism","ladakh tourism","travel & tourism"
"ladakh transport co-operative society","ladakh transport co-operative society ltd","associations/social/cultural org"
"ladakh tsao school uniform","ladakh tsao school uniform","retail outlets-clothing/textiles/fashion"
"ladakh yoga point","ladakh yoga point","fitness equipments/clinics"
"ladakhi alchi inst-sh","ladakhi alchi institute","educ-schools"
"ladakhmart.com","ladakhmart.com","ecom-online shopping"
"ladder cinemas and sports zone","ladder cinemas and sports zone","ent zones-multiplexes"
"ladia diamonds","ladia diamonds pvt ltd","retail outlets-jewellers"
"lady hut","lady hut","retail outlets-clothing/textiles/fashion"
"lady kc roy mem sch-sh","lady kc roy mem sch","educ-schools"
"lafemme kitchen","lafemme kitchen","retail outlets-home/interiors/furniture"
"lafz body sprays","lafz international pte ltd","perfumes/deodorant"
"lagu bandhu vadhurani collection","lagu bandhu motiwale pvt ltd","retail outlets-jewellers"
"solitaire festival (lagu bandhu)","lagu bandhu motiwale pvt ltd","events-jewellery"
"lagu bandhu diamonds & pearls","lagu bandhu motiwale pvt ltd","retail outlets-jewellers"
"lagu bandhu rose collection","lagu bandhu motiwale pvt ltd","retail outlets-jewellers"
"lagu bandhu tanmani","lagu bandhu motiwale pvt ltd","retail outlets-jewellers"
"lagu bandhu gemsure","lagu bandhu motiwale pvt ltd","retail outlets-jewellers"
"lahuji shakti sena","lahuji shakti sena","associations/social/cultural org"
"lakecity hospital (bhp)","lakecity hospital","hospital/clinics"
"lakhani touch shoes","lakhani india","footwear"
"lakhani shoes","lakhani india","footwear"
"lakhanpur municipal committee","lakhanpur municipal committee","social advertisements-govt"
"lakme 9 to 5 primer-matte perfect cover foundation","lakme lever ltd","foundations"
"lakme absolute matte melt mini liquid lip color","lakme lever ltd","lipsticks"
"lakme blush & glow fruity-licious sheet mask","lakme lever ltd","facepack/astringents/clean m"
"lakme 9 to 5 primer-matte liquid lip color","lakme lever ltd","lipsticks"
"lakme absolute spotlight eyeshadow palette","lakme lever ltd","eye make up"
"lakme absolute matte melt liquid lip color","lakme lever ltd","lipsticks"
"lakme lumi lit highlighter in moisturizer","lakme lever ltd","other face creams"
"lakme absolute skin dew serum foundation","lakme lever ltd","foundations"
"lakme sun expert spf 50 tinted sunscreen","lakme lever ltd","moisturising lotion/creams"
"lakme 9 to 5 matte moist clay face wash","lakme lever ltd","face wash"
"lakme elle 18 color pops matte lipstick","lakme lever ltd","lipsticks"
"lakme perfect radiance skin care range","lakme lever ltd","skin care products range"
"lakme 9 to 5 cc complexion care cream","lakme lever ltd","other face creams"
"lakme absolute perfect radiance cream","lakme lever ltd","other face creams"
"lakme absolute perfect radiance serum","lakme lever ltd","other face creams"
"lakme absolute explore eye collection","lakme lever ltd","eye make up"
"lakme elle 18 lasting glow foundation","lakme lever ltd","foundations"
"lakme sun expert spf 50 matte lotion","lakme lever ltd","moisturising lotion/creams"
"lakme forever matte liquid lip color","lakme lever ltd","lipsticks"
"lakme sun expert ultra matte lotion","lakme lever ltd","moisturising lotion/creams"
"lakme absolute matte melt lip color","lakme lever ltd","lipsticks"
"lakme 9 to 5 vitamin c facial serum","lakme lever ltd","skin care products range"
"lakme elle 18 lasting glow compact","lakme lever ltd","foundations"
"lakme absolute hydra pro gel creme","lakme lever ltd","other makeup cosmetics"
"lakme 9 to 5 primer-matte lipstick","lakme lever ltd","lipsticks"
"lakme absolute precision lip paint","lakme lever ltd","lipsticks"
"lakme limited edition lip colors","lakme lever ltd","lipsticks"
"lakme 9 to 5 dual finish compact","lakme lever ltd","foundations"
"lakme fruity-licious sheet mask","lakme lever ltd","facepack/astringents/clean m"
"lakme elle 18 liquid lip colour","lakme lever ltd","lipsticks"
"lakme cc complexion care cream","lakme lever ltd","other face creams"
"lakme eyeconic brush liner pen","lakme lever ltd","eye make up"
"lakme eyeconic liquid eyeliner","lakme lever ltd","eye make up"
"lakme elle 18 go matte crayons","lakme lever ltd","lipsticks"
"lakme elle 18 eye drama kajal","lakme lever ltd","eye make up"
"lakme absolute matte ultimate","lakme lever ltd","lipsticks"
"lakme peach milk moisturiser","lakme lever ltd","moisturising lotion/creams"
"lakme vit c brilliance serum","lakme lever ltd","skin care products range"
"lakme 9 to 5 cc light mousse","lakme lever ltd","foundations"
"lakme blush & glow face wash","lakme lever ltd","face wash"
"lakme cushion matte lipstick","lakme lever ltd","lipsticks"
"lakme peach milk soft creme","lakme lever ltd","moisturising lotion/creams"
"lakme elle 18 body lotion","lakme lever ltd","moisturising lotion/creams"
"lakme sun expert lotion","lakme lever ltd","moisturising lotion/creams"
"lakme elle 18 nail pops","lakme lever ltd","nail enamels"
"lakme multislayer stick","lakme lever ltd","cosmetics range"
"lakme tinted suncreen","lakme lever ltd","moisturising lotion/creams"
"lakme face it compact","lakme lever ltd","foundations"
"lakme cosmetic range","lakme lever ltd","cosmetics range"
